Dataset name,Total events,Hadronizer fragment name,Generator,Cross Section(pb),Tag,EOS,LHE,Notes,,,NTupleFound,Ntuplepath,FlatTupleFound,FlatTuplePath
BlackHole_BH2_MD-5000_MBH-11000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,6.56466E-08,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH11000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH11000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-11000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.44806E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH11000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH11000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-11000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,5.13309E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH11000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH11000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-6000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,7.19309E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH6000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH6000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-6000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.27508E-01,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH6000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH6000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-6000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,7.40975E-01,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH6000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH6000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-7000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.14415E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH7000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH7000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-7000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,4.97486E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH7000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH7000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-7000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.10162E-01,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH7000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH7000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-8000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.39492E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH8000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH8000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-8000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,5.76847E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH8000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH8000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-8000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.24433E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH8000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH8000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-9000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.09180E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH9000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH9000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-9000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,4.32899E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH9000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH9000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-5000_MBH-9000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,9.30128E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH9000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD5000_MBH9000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-10000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.61657E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH10000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH10000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-10000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.07975E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH10000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH10000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-10000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.34464E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH10000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH10000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-11000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,4.04072E-08,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH11000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH11000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-11000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.57983E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH11000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH11000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-11000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.39733E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH11000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH11000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-7000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,6.93439E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH7000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH7000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-7000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.22468E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH7000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH7000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-7000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,7.28997E-02,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH7000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH7000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-8000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,8.28152E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH8000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH8000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-8000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,3.69635E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH8000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH8000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-8000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,8.27792E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH8000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH8000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-9000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,6.47173E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH9000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH9000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-9000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.77083E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH9000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH9000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-6000_MBH-9000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,6.10613E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH9000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD6000_MBH9000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-10000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.69223E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH10000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH10000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-10000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,7.39404E-06,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH10000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH10000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-10000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.65277E-05,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH10000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH10000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-11000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.59628E-08,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH11000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH11000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-11000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,1.09574E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH11000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH11000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-11000_n-6_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.39170E-07,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH11000_n6/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH11000_n6/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-8000_n-2_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,5.29998E-04,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH8000_n2/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH8000_n2/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
BlackHole_BH2_MD-7000_MBH-8000_n-4_TuneCUETP8M1_13TeV-blackmax,10000,Hadronizer_TuneCUETP8M1_13TeV_generic_LHE_pythia8_cff.py,blackmax,2.56744E-03,2814f0a258949b387f502e0b5bb8414926c0569a,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH8000_n4/BlackMaxLHArecord.lhe,,,/afs/cern.ch/user/b/belotel/work/public/BH/BH2_BM_MD7000_MBH8000_n4/BlackMaxLHArecord.lhe,YES,/eos/cms/store/group/phys_exotica/BH_RunII/BlackMax_NTuple,YES,/afs/cern.ch/user/k/kakwok/work/public/CMSSW_7_4_2/src/BlackHole/BH_MDlimit/SignalFlatTuple
